gene,index,AD.043T2.A7.1,AD.111T2.A8.1,AD.114T1.A9.1..,AD.115T1.A12.1..,AD.118t1.A13.1,AD.119t3.A195.8,AD.120t1.A226.8..,AD.122t3.A197.8,AD.123T1.A25.1..,AD.127T1.A14.1,AD.130T1.A1.1,AD.131T1.A15.A200.1.,AD.136t2.A201.8,AD.157T1.A246.10..,AD.158t1.A247.10..,AD.159t1.A229.8,AD.162t2.A230.8,AD.163t1.A203.8..,AD.164t1a.A206.8..,AD.167t1..d.dup..A210.8..,AD.169t2.A211.8..,AD.170t1.A251.10...,AD.172t2.A213.8..,AD.173T1a.A23.1,AD.177T1.A21.1,AD.178T2.A22.1..,AD.179t1.d.dup..A214.8..,AD.183t1.A215.8..,AD.185t2.A232.8,AD.186T1.A27.1,AD.187T1.A11.1..,AD.188t1.A216.8,AD.201t1.A138.4,AD.202t2.A139.4,AD.203t1.A140.4..,AD.207t1.A142.4,AD.208t1.A143.4,AD.210t1.A144.4,AD.212t1.A145.4,AD.213t1.A146.4,AD.218t1.A147.4,AD.221t1.A148.4,AD.224t1.A149.4,AD.225t1.A150.4,AD.226t2.A151.4,AD.228t2.A152.4..,AD.230t1.A153.4,AD.232t1.A154.4,AD.234t1.dup..A155.4,AD.236t1.A156.4,AD.238t2x.A157.4,AD.239t1.A158.4,AD.240t1.A159.4,AD.241t1x.A160.4,AD.243t1x.A161.4..,AD.247t1.A164.4,AD.249t1x..d..A165.4,AD.250t1.A166.4,AD.252t1.A167.4,AD.253t1.A168.4,AD.255t1a.A169.4...,AD.258t1a.A170.4....,AD.259t1.A171.4,AD.260t1a.A172.4..,AD.261t1b.A173.4,AD.262t1a.A259.10..,AD.266t1.A90.3,AD.267t1.A91.3,AD.268t1.dup.b4..A93.3...,AD.269t1.A94.3,AD.275t1.A95.3,AD.276t1.dup.b4..A96.3..,AD.277t1.A97.3,AD.283t1.A99.3,AD.285t2c.A263.10,AD.287t1.A101.3,AD.294t1.dup.b4..A104.3..,AD.295t1.A105.3,AD.296t21.A106.03..,AD.299t1.A235.8..,AD.301t1.A237.8..,AD.302t3.A238.8..,AD.304t1.A240.8,AD.305t1.A415.7,AD.308t1.A241.8,AD.309t1.A242.8,AD.311t1.A266.10..,AD.313t1.A268.10,AD.314t1.A269.10,AD.315t1.A270.10,AD.317t1.A271.10,AD.318t3.A107.3,AD.320t1.A272.10,AD.323t1.A273.10,AD.327t1.A276.10..,AD.330t2.A279.10,AD.331t1.A219.8,AD.332t1.A220.8,AD.334t1..d.dup..A221.8..,AD.335t1.A222.8..,AD.336t1.A223.8,AD.337t1.A224.8,AD.338t1a.A121.3..,AD.340t1a.A122.3..,AD.341t1a.A123.3..,AD.346t1a.A124.3..,AD.347t1a.A125.3..,AD.350t1a.A126.3..,AD.351t1.A127.3,AD.352t1.A128.3,AD.353t1.A129.3,AD.355t2.A174.4,AD.356t1.A175.4,AD.360t1.A176.A406,AD.361t1.A177.4,AD.362t1.A282.10,AD.363t1.A283.10,AD.366t1.A109.3,AD.367t1.A110.3,AD.368t2.A285.10,AD.370t1x.A112.3,AD.374t1.A114.3,AD.375t1.A115.3..,AD.379t1.A116.3..,AD.382t1.A117.3..,AD.383t1.A118.3..,AD.384t1.A120.3..,AD.AD10T1.A389.7,AD.AD15T1.A390.7,AD.AD16T2.A391.7,AD.AD18T1.A392.7,AD.AD19T1.A393.7,AD.AD1T1.A383.7,AD.AD2T1.A384.7,AD.AD31.A289.10,AD.AD3T1.A385.7,AD.AD4T1.A386.7,AD.AD5T1.A387.7,AD.AD7T1.A388.7,NL.1179.A408.7,NL.1675.A409.7,NL.1698.A410.7,NL.1884.A411.7,NL.2378.A412.7,NL.2562.A413.7,NL.268n1.A92.3,NL.279n1.A98.3,NL.3104.A331.6,NL.3681.A332.6,NL.4083.A333.6,NL.4353.A334.6,NL.504.A407..7,NL.6084.A335.6,NL.6853.A336.6,NL.6943.A337.6,NL.7530.A338.6,SQ.1174.A317.5,SQ.1670.A318.5,SQ.2557.A320.5,SQ.2572.A321.5,SQ.2921.A322.5,SQ.3197.A323.5,SQ.3529.A324.5,SQ.3624.A325.5,SQ.4172.A326.5,SQ.4389.A327.5,SQ.5897.A328.5,SQ.6147.A329.5,SQ.7324.A416.7,SQ.SQ10t1.A362.6,SQ.SQ13t1.A364.6,SQ.SQ14t1.A365.6,SQ.SQ20t1.A366.6,SQ.SQ4t1.A358.6,SQ.SQ5t1.A359.6,SQ.SQ6t1.A360.6,SQ.SQ8t1.A361.6,COID.1429.A303.5,COID.2260.A304.5,COID.3580.A302.5,COID.4385.A301.5,COID.4518.A305.5,COID.9794.A300.5,COID.COID10t1.A347.6,COID.COID11t1.A348.6,COID.COID12t1.A349.6,COID.COID13t1.A350.6,COID.COID14t1.A351.6,COID.COID16t1.A352.6,COID.COID18t1.A353.6,COID.COID3t1.A340.6,COID.COID4t1.A341.6,COID.COID5t1.A342.6,COID.COID6t1.A343.6,COID.COID7t1.A344.6,COID.COID8t1.A345.6,COID.COID9t1.A346.6
GALE,5,0.572119992,-0.669077435,-0.615649283,0.012834872,0.334181031,0.834552988,-0.237829929,0.613241033,0,0,-0.85482535,-0.081191844,0.06587041,0.246111202,-0.151789872,0.632894025,0.259556146,-0.431116194,0.240689367,0.37777325,0,-0.276238288,-0.439639836,2.011611474,0,-0.900557257,0.418651757,0.300301499,-0.013039016,0.476357905,0.259685385,0.384451513,0,0.317221913,1.333320058,1.290462334,-0.412356848,-0.053282945,0,0.450755392,2.445871063,0.412016491,0.371280167,-0.234580806,-0.041340286,-0.443449536,-0.812042986,-0.134649837,-0.020552197,0.115142,0.150557694,0.112976779,0.924727849,0.123669599,-0.102454972,-0.381451733,0.010540022,0.007572501,-0.171538272,-0.166060644,-0.113607674,0.700287482,0,0,-0.192395717,0.460511324,-0.002512527,-0.292915786,0,-0.007290123,0.452666203,0.054838533,0.379148699,0.104867913,0.638468653,-0.563859957,0,-0.099345759,0.670553292,-0.656855743,0.141692499,0,-0.044750871,0,-0.211058741,0.126806869,0.479286993,2.061858148,0,0.721859572,0.482714598,-0.342426785,1.197498456,-0.230604877,0.467240156,0.008982678,0.090136736,0,0,1.21040057,-0.420756698,0.486903326,0.780428317,0.616174414,1.166997695,-0.141672549,1.881102138,0,0.386074419,-0.63007027,0.574567732,1.158021527,0.807183949,0,-0.163889038,1.372727343,0,-0.287497105,-0.277004712,0,0.000368899,-0.42542327,-0.154442758,1.126995074,-0.948064009,0.435259026,-0.149011282,-0.361993041,0.062372846,-0.007797109,0.367253711,-0.109104504,0.067478868,0,0,-0.136715964,-0.089183174,-0.355467798,-0.673899401,-0.296559347,0,0.441061904,-0.104920649,-0.142612839,-0.374379104,0,0,0.334985347,0,0.061231161,0,0.056320686,-0.203396166,-0.295442802,-0.705231295,0.635293944,-0.181832786,-0.493337213,0,-0.778643271,-0.370871194,-0.245528425,-0.363864544,-0.016913849,-0.361155104,0.359399531,0,0.010562716,0.617305592,-0.42237014,0,-0.439337432,0.024520822,0.505457441,-0.331866158,-0.488080958,-0.689250679,0,0,0,0,-0.37062682,-0.383572679,-0.227026908,-0.308161616,0,0.119933062,0,0.017931289,-0.158893548,0,-0.521874415,0.038743065,-0.135054182,-0.047323361,-0.249431868,-0.36984947
LAPTM4B,5,0.338405376,-0.138336453,3.190669827,0.326492957,0,0.176370301,0.089806872,0.303863137,-0.023213532,-0.349773359,0.54058007,0.282584998,-0.760069141,-0.714567142,0.21235676,0.898654539,-0.527958225,-0.197310439,-0.537437549,0.165814349,0,0.608708507,0.376787945,0.597462813,-0.098898716,0.173643256,1.534262858,1.74666125,1.258834788,0,-0.290085959,0.479800706,-0.081477773,1.075617537,0.507960274,5.984884104,-0.168767673,-0.283102294,0,1.260759929,-0.560055542,-0.127425486,0.089061948,0.555332348,0.526018833,-0.590179916,0.224283006,0.48479051,-0.248530006,1.206560347,0.653393636,-0.619785733,-0.340621206,0.134660809,0,-0.269540353,1.743698094,0,-0.813483816,-0.63382066,0.408226049,-0.97993675,0,-0.031066534,1.214963219,-0.433963003,-0.586132883,0.26716775,0.813885675,-0.522667853,0,-0.006136079,-0.388124894,0,-0.73695778,-0.08388048,-0.570721019,-0.533979942,0.245378312,-0.417107352,0.623766064,-0.095885023,-0.73483035,-0.028882452,1.440640126,-0.444045435,0.79909096,0.206074007,-0.538816491,0.923857593,0.339202303,-0.128155952,-0.126857448,-0.136239739,0,-0.429501898,0,0,0.579272776,-0.047890582,0.356506189,-0.635563857,-0.438132339,-0.399281377,0.297639015,-0.625827367,2.064880415,-0.511307478,-0.072780449,0,-0.399270676,-0.595752117,-0.053576726,1.484976533,0.179455386,0.243687028,-0.021785364,-1.441789089,0.025263058,-0.436573101,-0.20268489,-0.391689434,0,0,1.194924964,-0.174363388,0,0.168871272,0.584801707,-0.381492004,0.047362172,-0.857800687,-0.342224385,0.472701035,0.270973677,-0.25333956,0.137753708,-1.396978845,0.386431838,0,0,0,-0.061332657,0,0,0,0,0.11120367,0,0,0,-0.142843376,-0.053529917,-0.079036325,0,-0.077908146,-0.375341969,0,-0.136116643,-0.557895657,0,-0.256311449,-0.387777493,0.21815268,0.129558061,-0.657453547,0.152051131,0.332564792,0.317826378,-0.635493465,1.143515701,0,-0.357429995,-0.336883899,0,-0.136062451,0,-0.349443194,0.312411813,-0.594670117,-0.147344712,-0.896977635,-0.249450526,0,-0.065707116,0.024141266,0.560159959,-0.609303177,-0.445168542,-0.155085244,0.383430727,0.395331167,0,0.067071288,-0.896390354,-0.396717296,0
EIF3B,5,0.046835008,-1.034258899,0.372776195,0.206150634,-0.47915063,0,-0.433768427,0,0.162141127,0,0.44063726,-0.391049492,-0.818700109,1.527674722,-0.211317554,1.014281166,-0.492819306,0.280184744,-0.852288815,0,0.562306822,-0.361910977,-0.437560775,-0.063418179,-0.634404607,0,0.413241235,-0.646253735,0.008433646,0.327371984,-0.273674031,-0.188638762,0.021087406,-0.204808763,0.865719023,-0.293226718,-0.419381637,0,0.980813204,0.073629281,0,0,0.41135746,-0.013874235,-0.03733307,1.31580341,-0.187896769,-0.318247766,0.450220302,0.820764742,-0.813787117,-0.539205637,-0.192960975,-0.075124714,-0.088337134,0.041270037,-0.609715683,0,-0.803341266,-0.739570428,0.317979663,0.359406149,0,-0.079226359,0.624087467,-0.102276861,0,-0.502112978,1.171734495,0,-0.674596061,0.406961243,0.079228791,0.249563204,0,0.043282728,-0.336852526,0.343940742,2.165442893,0.332546425,-0.53343566,-0.064828838,0.220900887,0.966880181,-0.427392893,1.580484813,-0.458252624,0.636442803,0.334015464,-0.465124242,0.126616138,-0.513722805,1.647024209,-0.766780644,0,3.777757599,0.52579098,0.675610748,-0.750506146,0.746871346,0.271023092,0.464365641,-0.125729652,0.021732281,-0.248596986,-0.188682883,-0.599045092,0,0,-0.487088432,0,5.172406791,-0.007362676,0,0.386896132,-0.198365177,-0.380165959,-0.231483761,0.434542209,0,-0.042685397,0,-0.849053397,-0.023080277,0.057169571,-0.709248041,-0.201223972,-0.041619226,0,-0.29132001,0.022872297,0,0,-0.350979204,0.856552603,0.403609343,-0.266817875,1.36561372,-0.618449563,-0.309546644,-0.003004118,0,-0.038861878,0.500008325,0.089157929,0.324640984,0.005171835,0.069921492,-0.199707839,-0.096563148,0,0,0,0,0,0.344794951,-0.69008008,0.443557082,0.146360392,0.324543849,0.51133093,-0.363639936,-0.029323906,0.81258463,-0.23286245,-0.981223484,0.332289325,0.523895857,-0.260605353,-0.684892314,0,0,0.756102793,-0.531982448,1.711894294,-0.024925992,-0.410254804,-0.224932921,0,0.170057724,0,-0.038243325,-0.300983117,-0.356263077,0,-0.652768022,-0.09288853,0.300057398,-0.487400305,-0.238043389,-0.363735044,0.223795783,0.185717025,-0.071426717,0.278868967,-0.133464251,-0.297050458
KCNN4,5,-0.032338518,-0.06740604,-0.194925207,0,0.162163358,0,-0.243860489,0.443570614,-0.272537515,-0.389421736,0.064501046,0,2.603211822,4.912467206,0.09264485,-0.14037593,-0.1403071,0.024182054,0,-0.377731711,0,0.090985073,1.785249076,-0.32143738,-0.218671409,-0.32351715,-0.074289714,0,0,0.02491509,-0.149753977,-0.212611188,-0.716939344,0.338237463,0.313519363,-0.37565555,0,0.397702097,0.429032444,0.5686409,0.333319406,0.741364285,0,-0.127071333,-0.550670546,-0.134772339,0,-0.011895843,0,0,0.602715856,0.144134557,0,0.919402372,0,1.812998849,-0.364200862,0,-0.111518783,0,-0.540001746,0.125536819,0,2.071056048,0.738928602,0.429344842,-0.480552255,-0.040489304,-0.030341379,0.093252995,0.033905613,-0.271524197,0.361433691,0.023589019,0.148887331,-0.496896383,3.099496546,0,0.031882778,-0.045957827,0,0.986520897,1.492572125,-0.604459206,0.170638813,-0.295537964,0,0.675990736,-0.015621464,0,0.050459088,0.237249888,-0.223862675,-0.178183889,0,-0.005625755,-0.525005906,0,-0.379196746,-0.664440086,-0.361711755,0,-0.38140187,2.622897423,-0.429664576,-0.16286446,-0.384648722,1.535676216,-0.334679794,0.622894434,-0.253512144,1.719473691,-0.162512404,-0.025997548,0.199919255,0.059482635,0,0.085857437,-0.189804881,-0.25784947,0.00998916,-0.057879119,0.55027648,4.182157595,0,2.640160149,0,0.139708804,-0.005217598,0.296059952,-0.052964577,-0.091427004,0.218619864,-0.539294187,0,-0.119544477,0.129557044,-0.831923996,0,-0.05999872,-0.405295333,-0.093768726,0.001338254,0,-0.092392797,0,-0.297659552,-0.256438506,-0.64608134,-0.362377634,-0.322256052,-0.193494583,0,0.114265475,0.408340903,-0.246315402,0.048350194,-0.201297786,-0.146199813,0,-0.030376517,-0.058323824,0,0.038428745,0,0,0.031169521,-0.112517108,-0.471206548,0.058971407,0,-0.089988375,-0.326176007,0.451255176,-0.340264466,-0.307409189,0,-0.016492836,0.204445531,-0.0123814,-0.256341009,0.09855752,0,-0.026247836,-0.69349931,-0.479374683,0,-0.592328265,0,0,0.140125344,0,-0.798269414,0,0.169974434,-0.044687517,-0.376185248
SEL1L3,5,1.458752016,-0.074878729,0.256636217,0.690834547,-0.097535413,0,-0.661481896,-0.172697631,0.134314694,2.864813862,4.963584158,0,1.170193907,-0.688693306,-0.389988415,0.4061676,0.166306972,-1.149976253,0.743408354,0.742209478,-0.685241929,0,-0.313287263,0,0.060939243,0.493901383,-0.293143168,-0.019940476,-0.385562111,-0.947065841,0.408761003,0.214649568,0.507440133,0,-0.326705003,0.419200055,0,-0.067733501,-0.05015174,-0.332476396,0.954974738,-0.09887382,1.041498731,-0.113632879,-0.120866372,0,-0.213723851,0.573559478,-0.04128436,-0.986345126,0.458381194,0.085309971,1.531339489,-0.097278793,0,1.336177246,0,-0.097518517,0.608814863,0.527385187,0.736260157,-0.302845932,0.695210734,2.037259746,-0.140786631,0.524829582,-0.029738481,-0.331834023,1.163120254,1.90835392,1.071670236,0.69255099,0.183623852,-0.114357048,0.572705362,-0.990403475,1.047541676,-0.581549515,0.104142614,-0.28711107,-0.39949398,0,0,0.279705329,-0.349559293,-0.055626834,-0.041280969,0.758631157,0.295994198,0,-0.08668975,1.248934964,-0.703867065,-0.175477497,0.447189502,-0.354937742,-0.657991329,1.648276623,0.963489478,0.382454521,1.386562587,0,0.189351262,0.184178179,0,0.609676028,0.963198994,0.31202484,-0.25219122,-0.226014828,0,0.033713143,1.170517517,-0.271332262,0.3491673,-0.49585697,-0.151231064,0.814949993,-0.10429908,-0.491582298,-0.026584451,0,1.060536092,-0.416903862,0.820266272,0.544189406,0.045530177,-0.540465597,-0.224296213,0,0.17467144,0,0.012273951,0,-0.87738511,-0.731766347,-0.479098201,0,0.657276792,0.031379955,-0.0246138,0,-0.170105181,0.081166398,0,0,0,-0.43060396,0,0.115521866,-0.24536231,-0.197251673,0,-0.317121329,-0.445716126,0,0.377131851,-0.230708585,-0.15249944,-0.849224692,0.151017587,0,0,0.280296141,-0.692702542,-0.664809094,-0.298446521,1.539382231,-0.005696137,0,-0.709106679,-0.62028916,-0.957079881,-0.496589609,-0.502175984,-0.667856097,0,0,0,-0.219524875,0,0,-0.130749357,0,0.095723421,0.360218424,0.31987386,-0.122883583,-0.502737733,-0.497283003,-0.068957569,1.275305732,0,0,-0.143595043,-0.091489616,-0.191164562
TMED2,5,0.370891718,1.438270023,0.117087641,1.121803965,0.207048458,-0.250793892,1.795892639,-0.046721512,1.118621958,0,0.595596391,0.096708102,-0.19897179,0.092168914,0.898779813,-0.031942153,-0.486981311,-0.26864415,0.163622773,-0.334295165,0,0,0,0.88708434,0,0.115799963,0.531602191,-0.328247329,0.127462296,0.320014667,0.147257122,-0.498249884,0,-0.338835312,-0.566180292,-0.156706458,-0.436517608,-0.153462203,-0.169225667,-0.799260118,-0.469729304,0,0.751072649,-0.412701089,-0.461815952,0.051467245,0.416057325,0,0,-0.627207771,-0.484122187,-0.248361823,-0.177354526,-0.055682377,0,-0.047810162,0.708643677,1.324973315,-0.792302309,0.551961635,0.185769583,0,0.107847579,-0.560882814,-0.431187646,-0.251344605,-0.494028715,-0.465950758,-0.37372933,0,-0.591561864,0.119598684,0.196882128,-0.052381252,-0.214934226,-0.257554809,-0.585787471,-0.488010541,-0.984715401,-0.733158691,1.662104378,0.016745325,0.183236897,0,0.441576313,0.490123992,2.071952527,0.32439561,-0.11118192,0.761290358,-0.067138028,0.322212696,-0.803988308,0.134744629,0.678306859,1.167949412,0.381156881,2.590988323,-0.10146159,1.287102185,1.887960282,-0.605526763,0.054086631,-0.258121427,0,0.106217325,0.083616078,-0.17626485,0.32627652,-0.422424503,-0.45391107,-0.642555218,0.430102333,0.210721098,0.021743271,-0.097876975,0,0,0.508480977,0,0,0,0.939245905,-0.026541421,0.976374583,0,0,-0.221675527,0.879460054,-0.071448153,1.497370329,-1.128418081,0.417129873,2.298197842,0.406028961,0.78586664,0,0,1.725346005,0.199842573,0,0,0.02290079,0,-0.031211498,0,-0.12935395,-0.116064878,0,0,-0.107613758,0,0,-0.07668473,-0.250099333,0.363679117,-0.274352846,-1.010036715,-0.377518039,-0.688934572,-0.869003458,0.416675719,-0.611560622,0,-0.672077846,-0.697701446,0,-0.024906784,0.401219975,-0.394750608,0.155148597,0.336990153,0.258432938,0,-0.715374059,-0.006578132,0.742635855,-0.380439395,0,-0.414105436,0,-0.449243802,0,-0.017045563,-0.089300406,-0.263246203,0,0,-0.030474586,0.008358867,0,-0.405250184,-0.237401535,0,-0.106091281,-0.171938776,0.063911942
SNRPG,5,-0.131792169,0.055358591,0.260469844,0.985772074,0,0,-0.106754351,0,-0.41363533,-0.658135993,0,-0.23396572,0.142706732,-0.283717691,1.676219169,0,0.341744752,-0.504582334,0.400957707,0,0.527118401,0.042795396,0,-0.34253913,0.423715325,0,-0.190100969,-0.252953563,-0.573115062,2.395800356,0.122696429,-0.347364006,-0.466117919,-0.283108771,0,0,-0.058526494,-0.086801644,-0.375682855,-0.675040814,-0.194493871,0,0.183358367,0.715835113,-0.187885625,0.066119072,2.075219366,0.018822896,-0.034510334,-0.618120511,0,-0.403147187,-0.279167477,-0.047497668,0.018440038,0.131706667,0,-0.224237017,0.154622053,-0.644653336,-0.05567156,-0.306235405,0,-0.16492495,-0.263292052,-0.05196747,-0.091328099,0.303980124,0.177236339,-0.263346564,1.080376592,-0.100642416,0.492793363,0.020178454,1.054226901,1.477836381,-0.286396565,0.134216933,1.413010637,0,0.898937283,0,0,0,-0.347336333,0,0,-0.001122716,0.377386017,-0.738258669,-0.125973374,-0.10658349,0.784112438,0,0.054410702,-0.525903274,-0.256452689,0,0,1.634500821,-0.12019299,1.232914532,0.088549507,0.087811046,0.023978575,-0.233432094,0,0,0,0.21135164,-0.554072915,-0.161570659,0,0.071298568,-0.029102007,0.3466797,0.533859709,0.059012891,-0.753725478,0,0.188455509,-0.050980032,0.841518012,0,1.455619169,0.494052336,0,-0.550367348,-0.232204315,-0.028511688,0,0.112808856,-0.075009364,1.051086786,-0.105093541,0,0.167519565,-0.245492642,-0.095179995,0,0,-0.765243955,-0.003632342,0,0,0.232445092,0.112066371,0.021633776,0,0,-0.028035103,-0.511810726,0.054392181,-0.006329813,-0.662397845,0,-0.736865905,0.391389503,0.006335746,0.21723823,-0.100442584,-0.306111315,0.994879252,1.692731943,0.012075891,0.237184757,0.161946101,0,-0.186250095,0,-0.526338703,-0.354824266,-0.344776932,0,-0.793052621,0.629210764,0.649632292,0.237266454,0,0.159584457,0.260572416,-0.407450088,0.107488992,-0.003230766,-0.202909869,0,0,0,-0.405763519,-0.464147709,0.732326088,0,-0.574488224,0,-0.102594043,-0.333922463,-0.000154418
LMNB2,5,0.819171485,1.584925627,0,-0.358055932,0.954694035,-0.149358683,-0.078696963,-1.134771553,0.196949144,-0.103147388,-0.290869559,0.471858653,0,0.232052087,0.316021524,0,0.776830903,0,-0.211502831,-0.520404162,0.320023909,-0.110973096,0.031012294,0.300026894,0.650225664,-0.842718289,-0.159601392,0.092759585,1.094235698,0.662821697,0.292339371,-0.413298108,0,-0.388757364,0.53488083,-0.050174417,-0.022239213,-0.347459642,-0.379175462,-0.124761837,0.060997284,-0.592389295,-0.44100669,-0.220059165,0.424453007,0.124454292,0.797039856,0.143525687,0.354722349,-0.121923683,0.103400718,-0.130339692,0.87940951,0.253149655,0,0,-0.13601783,-0.63026938,0.047295571,-0.183620068,0.623525184,0.463800418,0,-0.039333679,0,-0.415708647,-0.055765411,-0.242146583,0.130065523,0.093572466,0,-0.133868398,-0.253339603,-0.453288304,0.081629234,1.000265888,0,0,0,-0.023881688,-0.496193041,-0.505044502,-0.151384478,-0.323565676,-0.072267895,-0.43901763,0,-0.35831339,0.371067191,-0.378831141,-0.010452952,0,1.105272161,-1.362116021,0,0.182742171,0,-0.285938332,-0.140882836,0.598051959,0.066564941,0.281716748,-0.022264203,0.436058866,0.643785968,0,-0.188691915,0.30140501,-0.339504618,-0.238940824,0.00811889,0.644816907,-0.121633046,-0.058138243,-0.254507342,-0.503798749,-0.051745385,0,1.071921971,-0.492409116,0,-0.568291882,-0.261063573,0,0.375487991,0.880355973,0,-0.237393653,0,0.083720088,0,-0.007806741,0.115492754,-0.235057669,0,0,0,-0.08653953,0.481035023,-0.053906675,-0.113051671,-0.388868449,0,-0.126982729,-0.133564121,0.132001904,0.139169701,0.384889928,0.276271215,0.142762079,0,0.069264545,0,0,-1.106783548,-0.371858766,-1.088760723,1.036400997,1.716826264,0.685286893,1.060625041,0.140801239,2.33491036,2.24405867,-0.314470769,0,0,1.391777647,0,0.378828301,1.28562444,0.714585904,0,0.247137771,0.195174534,0,-0.609923845,-0.374005979,0.442174725,0,0,0.014399821,0.134804612,-0.527673655,-0.157640654,0.0178592,0,0,0.220248598,-0.689665472,0.092924897,-0.248776053,-0.097421406,-0.060249243,-0.392054294,-0.029553818,0.010255387
CAPN5,5,-0.308087632,1.510105372,-0.351012829,2.163002804,-0.175232159,0,-0.807502302,0.394115529,0.125315455,0.429716107,-0.089029338,-0.343932699,0,-0.149512872,-0.109997622,0.06054467,0.100974897,-0.963567175,-0.073052391,0,0.263663678,0.681909232,0,-0.012198786,-0.266338972,0,0.559177491,0,0.67979639,0,1.108787905,0,-0.016475877,0,0.992445381,0,0.004829874,-0.139878999,-0.928888984,0.011357791,0.628717979,0.143743434,-0.21680507,-0.172822121,0,0.21179068,0.144907058,-0.393782048,-1.535471363,0,-1.288278259,0.514794755,-0.384494237,0.540396819,0,-0.449288457,-0.078094919,0.139131841,1.891355193,-0.988069221,0.005164584,0,-1.005564532,0.255500395,0.140169787,-0.958863742,0.048702571,-0.036091067,0.071176687,1.05135702,0.334854602,-0.10591673,0.307282288,-0.810896335,0.066642557,0.021432229,-1.250677677,-0.968716684,0.075433727,0,-0.228252609,0.762783341,-0.122646347,0.011711278,0,-0.538768982,-0.046077778,-0.304959029,1.538089396,-0.026050037,0.499440102,-0.033010718,-0.607929428,-0.000736358,0,0.04794966,-0.488585893,0,0.377783222,-0.10070408,-0.168129031,0,1.762701987,0,0.095307956,0.367699741,-1.631623012,1.120265054,-0.051228636,1.887403966,0,-0.576144112,0,0.86816216,0,0.558375469,0,-0.175629692,0.224821661,0.052758326,0.392346026,-0.195042844,0,0.666335384,0.538504273,-0.014358166,0.305892201,0.437017787,1.163419578,-0.487204697,-0.112198366,-0.641954869,0.226253401,-0.068739958,0.662239492,0,0.632581573,-0.504771675,0.706865737,0.095816192,-0.132132782,0.944919009,0,-0.275036543,-1.467783673,0.645238936,0.001883981,0,-0.450806063,-0.320690072,0,-0.137364786,-0.023419559,0.454782994,0.455386259,0.104228978,-0.814615492,-0.035953289,-0.192097301,-0.145894199,0.294897289,0.152674508,0,0.227124457,-0.868086008,0.11457207,-0.503912737,0,-0.461307024,-0.10198965,0,-0.167724882,0.173134347,-0.413845217,-0.905965117,1.127020281,-0.725989393,0,-0.772122502,0.012930342,0.520475148,-1.774412219,-0.052767148,-0.323603953,0,-1.747161299,0.891844348,0,-0.121680071,-1.262252467,-0.879036084,0.306385072,0.167416517,-0.27120093,0.076248213,0.079906796,-0.2833199
PARP1,5,-0.541261322,-0.412478025,-0.647447695,0.372706129,0.250099013,0.744864521,-0.274796863,0,0,0.531005861,0,0.897973963,0.023178934,-0.103718748,0,0.258413779,-0.096967078,1.209456853,0,-0.182316812,-0.061409857,0.338925772,-0.202785274,0.20172858,0.220494132,-0.43191478,0,-0.076251596,-0.351082817,0.473414797,-1.050112187,0.375613323,0,-0.058571873,0,0,0.048190772,0,-0.575406051,0.201517857,0,-0.255411282,-0.382623062,0.131143396,-0.252448923,-0.630006033,0,-0.149404605,-0.392322118,0,0.974908562,0.047384058,0.234878302,-0.240073549,0,0.995823305,-0.049033103,-0.068816557,1.762194567,-0.190845109,0.544840089,-0.204645128,-0.132233457,0.397058636,-0.077427595,0.111140289,-0.013008451,-0.619140634,0.645496743,0,-0.560474519,0.6855071,-1.052065782,0.004631378,-0.114796349,0.292622622,0,-0.409155333,-0.040965586,0,0.97631878,0,-0.145205598,0,0.955422989,-0.109626732,0.461895415,0.271400683,-0.745352106,-0.57907224,-0.240019115,0,0,0,0,-0.368055493,0,0.121528903,0.035299164,-0.006076214,-0.332686602,-0.765918086,-0.24298058,0.035872069,-0.726684885,-0.137076221,-0.060995613,-0.21911947,0.217823913,-0.134282544,-0.168421198,-0.284728225,0,0,0.028941853,-0.162198787,0,-0.266175155,0.34721828,-0.425853289,0,-0.279553674,-0.073177767,-0.068551934,0.437472458,0.124386627,-0.455343216,0,0.533386486,0,0,0,-0.010407782,1.248041286,0,0,0.290545291,-0.093510014,-0.53602747,0.008404519,0.06242183,0,-0.155934356,-0.172210383,-0.105332775,0.25319045,-0.472065516,-0.246282202,0,0,-0.098609568,0,0,0.249848514,-0.140368661,0,-0.080576858,0,0,6.098987009,0.07023978,-0.15215962,-0.997827904,1.062799688,1.373001889,0.693821066,0.734445584,0,0,2.183812805,0.13219815,0.290237626,0.062817025,-0.048956432,-0.408433037,3.345405121,-0.241710505,-0.362925555,0.196737495,0.157360329,-0.143648655,0.076967925,-0.167093654,0,0.00238984,-0.213056496,0.192436949,0,0.118561261,-0.090614878,0,-0.529036256,0,0,0,-0.123094144,0
